source,tag,hidden,D_eff,seed,step,exact_pct,token_pct,lm_loss
scale,h256_d18,256,18,0,984,0.0,43.5113,1.5421186685562134
scale,h256_d18,256,18,0,1312,0.0,52.9948,1.246904730796814
scale,h256_d18,256,18,0,1640,0.0,57.5593,1.0184409618377686
scale,h256_d18,256,18,0,1968,0.0,58.6613,0.9710372686386108
scale,h256_d18,256,18,0,2296,0.0,59.8862,0.9191768765449524
scale,h256_d18,256,18,0,2624,0.0,60.7904,0.8912594318389893
scale,h256_d18,256,18,0,2952,0.1953,62.283,0.8657408356666565
scale,h256_d18,256,18,0,3280,0.3906,62.7122,0.8580540418624878
scale,h256_d18,256,18,0,3608,1.3672,63.6068,0.844131350517273
scale,h256_d18,256,18,0,3936,1.9531,64.0215,0.8335409760475159
scale,h256_d9,256,9,0,328,0.0,11.8007,2.3571484088897705
scale,h256_d9,256,9,0,656,0.0,27.7705,2.056633234024048
scale,h256_d9,256,9,0,984,0.0,44.2781,1.5323854684829712
scale,h256_d9,256,9,0,1312,0.0,53.3685,1.2291847467422485
scale,h256_d9,256,9,0,1640,0.0,57.6413,1.0158677101135254
scale,h256_d9,256,9,0,1968,0.0,58.7481,0.9710270166397095
scale,h256_d9,256,9,0,2296,0.0,59.9513,0.918670654296875
scale,h256_d9,256,9,0,2624,0.0,60.8869,0.9179729223251343
scale,h256_d9,256,9,0,2952,0.0,62.1214,0.8714560866355896
scale,h256_d9,256,9,0,3280,0.5859,62.2758,0.8640375137329102
scale,h256_d9,256,9,0,3608,1.7578,63.6815,0.8558860421180725
scale,h256_d9,256,9,0,3936,0.9766,63.9636,0.8263278603553772
scale,h384_d18,384,18,0,328,0.0,12.3915,2.3459246158599854
scale,h384_d18,384,18,0,656,0.0,32.2772,1.9538205862045288
scale,h384_d18,384,18,0,984,0.0,45.3559,1.4819611310958862
scale,h384_d18,384,18,0,1312,0.0,54.6417,1.1782268285751343
scale,h384_d18,384,18,0,1640,0.0,58.2393,0.9810960292816162
scale,h384_d18,384,18,0,1968,0.0,58.5528,0.9680609107017517
scale,h384_d18,384,18,0,2296,0.0,60.3709,0.9059324264526367
scale,h384_d18,384,18,0,2624,0.1953,61.2847,0.9445561170578003
scale,h384_d18,384,18,0,2952,0.3906,62.9509,0.8466085195541382
scale,h384_d18,384,18,0,3280,2.1484,63.139,0.9340665340423584
scale,h384_d18,384,18,0,3608,1.9531,64.5592,0.8068890571594238
scale,h384_d18,384,18,0,3936,2.3438,65.0415,0.8105441927909851
scale,h384_d9,384,9,0,328,0.0,12.6061,2.3029356002807617
scale,h384_d9,384,9,0,656,0.0,33.777,1.8847477436065674
scale,h384_d9,384,9,0,984,0.0,46.1227,1.4612445831298828
scale,h384_d9,384,9,0,1312,0.0,54.6682,1.1604597568511963
scale,h384_d9,384,9,0,1640,0.0,58.2224,0.9778487086296082
scale,h384_d9,384,9,0,1968,0.0,58.8976,0.9596182107925415
scale,h384_d9,384,9,0,2296,0.0,60.3009,0.9079187512397766
scale,h384_d9,384,9,0,2624,0.0,60.9833,0.9368827939033508
scale,h384_d9,384,9,0,2952,0.7812,62.7797,0.8487676978111267
scale,h384_d9,384,9,0,3280,0.7812,63.2427,0.8495458364486694
scale,h384_d9,384,9,0,3608,2.5391,64.0408,0.858113169670105
scale,h384_d9,384,9,0,3936,2.1484,64.2241,0.8272671699523926
scale,h512_d18,512,18,0,328,0.0,13.2668,2.2890710830688477
scale,h512_d18,512,18,0,656,0.0,37.7676,1.7162365913391113
scale,h512_d18,512,18,0,984,0.0,48.0372,1.395965576171875
scale,h512_d18,512,18,0,1312,0.0,55.3217,1.1288129091262817
scale,h512_d18,512,18,0,1640,0.0,57.9282,0.9727954268455505
scale,h512_d18,512,18,0,1968,0.0,59.3702,0.9779683351516724
scale,h512_d18,512,18,0,2296,0.0,60.3082,0.9092177748680115
scale,h512_d18,512,18,0,2624,0.3906,61.4511,0.9089593887329102
scale,h512_d18,512,18,0,2952,0.3906,62.9461,0.8490319848060608
scale,h512_d18,512,18,0,3280,1.3672,63.2547,0.8717272281646729
scale,h512_d18,512,18,0,3608,2.5391,64.7425,0.807900071144104
scale,h512_d18,512,18,0,3936,2.3438,65.0342,0.7983524799346924
scale,h512_d9,512,9,0,328,0.0,13.4983,2.2478277683258057
scale,h512_d9,512,9,0,656,0.0,38.8744,1.6598150730133057
scale,h512_d9,512,9,0,984,0.0,48.6521,1.3803386688232422
scale,h512_d9,512,9,0,1312,0.0,55.5025,1.1264188289642334
scale,h512_d9,512,9,0,1640,0.0,58.0729,0.9727820754051208
scale,h512_d9,512,9,0,1968,0.0,59.1532,0.9765188694000244
scale,h512_d9,512,9,0,2296,0.0,60.489,0.9098362922668457
scale,h512_d9,512,9,0,2624,0.1953,61.6826,0.9083981513977051
scale,h512_d9,512,9,0,2952,0.7812,62.8737,0.8476515412330627
scale,h512_d9,512,9,0,3280,2.3438,63.2403,0.8724299073219299
scale,h512_d9,512,9,0,3608,2.5391,64.3398,0.8201098442077637
scale,h512_d9,512,9,0,3936,5.2734,64.634,1.0125223398208618
scale,h768_d18,768,18,0,328,0.0,15.3598,2.2008204460144043
scale,h768_d18,768,18,0,656,0.0,39.8389,1.5875338315963745
scale,h768_d18,768,18,0,984,0.0,48.3627,1.383870005607605
scale,h768_d18,768,18,0,1312,0.0,55.0395,1.148560881614685
scale,h768_d18,768,18,0,1640,0.0,57.4243,1.0108072757720947
scale,h768_d18,768,18,0,1968,0.0,58.3671,1.0379403829574585
scale,h768_d18,768,18,0,2296,0.0,60.0863,0.9320882558822632
scale,h768_d18,768,18,0,2624,0.0,61.4294,0.9629256725311279
scale,h768_d18,768,18,0,2952,0.9766,62.1648,0.8801178336143494
scale,h768_d18,768,18,0,3280,1.9531,63.2957,0.8664827346801758
scale,h768_d18,768,18,0,3608,2.3438,63.45,0.8678281903266907
scale,h768_d18,768,18,0,3936,2.1484,64.5182,0.8404145836830139
scale,h768_d9,768,9,0,328,0.0,16.3749,2.188215494155884
scale,h768_d9,768,9,0,656,0.0,40.3091,1.5725020170211792
scale,h768_d9,768,9,0,984,0.0,48.6352,1.3740880489349365
scale,h768_d9,768,9,0,1312,0.0,55.1698,1.1312000751495361
scale,h768_d9,768,9,0,1640,0.0,57.5183,1.0074357986450195
scale,h768_d9,768,9,0,1968,0.0,58.4997,1.0213518142700195
scale,h768_d9,768,9,0,2296,0.0,60.2334,0.9389955401420593
scale,h768_d9,768,9,0,2624,0.5859,61.3739,0.9456841349601746
scale,h768_d9,768,9,0,2952,0.5859,63.004,0.858963131904602
scale,h768_d9,768,9,0,3280,1.5625,62.8159,0.9385510087013245
scale,h768_d9,768,9,0,3608,1.9531,64.3157,0.8156095147132874
scale,h768_d9,768,9,0,3936,0.3906,64.8076,0.8040591478347778
maze,h128_d18,128,18,0,265,0.0,49.1567,1.3000153303146362
maze,h128_d18,128,18,0,530,0.0,71.0213,0.8009020090103149
maze,h128_d18,128,18,0,795,0.0,87.1649,0.43257707357406616
maze,h128_d18,128,18,0,1060,0.0,81.4635,0.6340208649635315
maze,h128_d18,128,18,0,1325,0.0,81.9306,0.7234058380126953
maze,h128_d18,128,18,0,1590,0.0,81.6476,0.7864224314689636
maze,h128_d18,128,18,0,1855,0.0,81.7548,0.8177450299263
maze,h128_d18,128,18,0,2120,0.0,81.8733,0.8029902577400208
maze,h128_d18,128,18,0,2385,0.0,82.3273,0.7339726686477661
maze,h128_d18,128,18,0,2650,0.0,81.5143,0.8064834475517273
maze,h128_d18,128,18,0,2915,0.0,82.1519,0.7741718292236328
maze,h128_d18,128,18,0,3180,0.0,81.8954,0.7631347179412842
maze,h128_d18,128,18,0,3445,0.0,83.4518,0.7487695217132568
maze,h128_d18,128,18,0,3710,0.0,82.5469,0.8752982020378113
maze,h128_d18,128,18,0,3975,0.0,82.9479,0.8321046829223633
maze,h128_d18_s0,128,18,0,500,0.0,65.3503,0.8948811292648315
maze,h128_d18_s0,128,18,0,1000,0.0,82.1282,0.5647909641265869
maze,h128_d18_s0,128,18,0,1500,0.0,82.0422,0.7253860235214233
maze,h128_d18_s0,128,18,0,2000,0.0,81.4796,0.8088586330413818
maze,h128_d18_s0,128,18,0,2500,0.0,81.4165,0.8288818597793579
maze,h128_d18_s0,128,18,0,3000,0.0,81.821,0.808856189250946
maze,h128_d18_s0,128,18,0,3500,0.0,78.6157,0.956581175327301
maze,h128_d18_s0,128,18,0,4000,0.0,81.7277,0.9298096299171448
maze,h128_d18_s0,128,18,0,4500,0.0,81.7787,0.9512714743614197
maze,h128_d18_s0,128,18,0,5000,0.0,83.7861,0.885140061378479
maze,h128_d18_s0,128,18,0,5500,0.0,80.5887,0.8904915452003479
maze,h128_d18_s0,128,18,0,6000,0.0,82.9593,0.9239574670791626
maze,h128_d18_s0,128,18,0,6500,0.0,82.9133,0.8616694211959839
maze,h128_d18_s0,128,18,0,7000,0.0,83.467,0.916220486164093
maze,h128_d18_s0,128,18,0,7500,0.0,81.4254,1.0814669132232666
maze,h128_d18_s0,128,18,0,8000,0.0,82.9088,0.9301448464393616
maze,h128_d18_s1,128,18,1,500,0.0,67.3673,0.8573855757713318
maze,h128_d18_s1,128,18,1,1000,0.0,82.205,0.5683494210243225
maze,h128_d18_s1,128,18,1,1500,0.0,82.1187,0.7229718565940857
maze,h128_d18_s1,128,18,1,2000,0.0,82.4706,0.7602494955062866
maze,h128_d18_s1,128,18,1,2500,0.0,83.2208,0.7443532347679138
maze,h128_d18_s1,128,18,1,3000,0.0,82.4233,0.8050126433372498
maze,h128_d18_s1,128,18,1,3500,0.0,82.1169,0.8119103312492371
maze,h128_d18_s1,128,18,1,4000,0.0,81.9392,0.77813720703125
maze,h128_d18_s1,128,18,1,4500,0.0,81.1216,0.8419353365898132
maze,h128_d18_s1,128,18,1,5000,0.0,83.9111,0.746126115322113
maze,h128_d18_s1,128,18,1,5500,0.0,82.8158,0.7515531182289124
maze,h128_d18_s1,128,18,1,6000,0.0,84.4841,0.7180097103118896
maze,h128_d18_s1,128,18,1,6500,0.0,84.0114,0.7734877467155457
maze,h128_d18_s1,128,18,1,7000,0.0,82.9688,0.8175383806228638
maze,h128_d18_s1,128,18,1,7500,0.0,81.6434,0.8135735988616943
maze,h128_d18_s1,128,18,1,8000,0.0,83.7438,0.8590415120124817
maze,h128_d18_s2,128,18,2,500,0.0,79.9392,0.6596935987472534
maze,h128_d18_s2,128,18,2,1000,0.0,82.2413,0.5925031900405884
maze,h128_d18_s2,128,18,2,1500,0.0,80.4167,0.7969208359718323
maze,h128_d18_s2,128,18,2,2000,0.0,82.5729,0.6949822902679443
maze,h128_d18_s2,128,18,2,2500,0.0,82.4034,0.7980034947395325
maze,h128_d18_s2,128,18,2,3000,0.0,82.19,0.8619633316993713
maze,h128_d18_s2,128,18,2,3500,0.0,82.0231,0.8772193789482117
maze,h128_d18_s2,128,18,2,4000,0.0,82.6948,0.8325954675674438
maze,h128_d18_s2,128,18,2,4500,0.0,81.7995,0.8488759398460388
maze,h128_d18_s2,128,18,2,5000,0.0,81.1156,0.9419605135917664
maze,h128_d18_s2,128,18,2,5500,0.0,82.4746,0.8609451651573181
maze,h128_d18_s2,128,18,2,6000,0.0,82.3857,0.8513718247413635
maze,h128_d18_s2,128,18,2,6500,0.0,83.1704,0.8558711409568787
maze,h128_d18_s2,128,18,2,7000,0.0,81.339,0.9875044226646423
maze,h128_d18_s2,128,18,2,7500,0.0,84.0169,0.81718510389328
maze,h128_d18_s2,128,18,2,8000,0.0,83.4848,0.8728389739990234
maze,h128_d9,128,9,0,265,0.0,49.5447,1.2521051168441772
maze,h128_d9,128,9,0,530,0.0,68.4644,0.844748854637146
maze,h128_d9,128,9,0,795,0.0,87.1727,0.42882606387138367
maze,h128_d9,128,9,0,1060,0.0,81.6797,0.6186745762825012
maze,h128_d9,128,9,0,1325,0.0,81.3941,0.7110002040863037
maze,h128_d9,128,9,0,1590,0.0,81.9674,0.767876923084259
maze,h128_d9,128,9,0,1855,0.0,81.7643,0.7732649445533752
maze,h128_d9,128,9,0,2120,0.0,81.9006,0.7805706858634949
maze,h128_d9,128,9,0,2385,0.0,81.6016,0.818309485912323
maze,h128_d9,128,9,0,2650,0.0,82.4223,0.7980219125747681
maze,h128_d9,128,9,0,2915,0.0,83.5703,0.7602317333221436
maze,h128_d9,128,9,0,3180,0.0,83.51,0.7927566766738892
maze,h128_d9,128,9,0,3445,0.0,83.2765,0.7931680679321289
maze,h128_d9,128,9,0,3710,0.0,82.4162,0.8741222620010376
maze,h128_d9,128,9,0,3975,0.0,81.7713,0.8759667277336121
maze,h128_d9_s0,128,9,0,500,0.0,63.7401,0.9142955541610718
maze,h128_d9_s0,128,9,0,1000,0.0,82.3091,0.5747311115264893
maze,h128_d9_s0,128,9,0,1500,0.0,81.7846,0.7170741558074951
maze,h128_d9_s0,128,9,0,2000,0.0,82.1752,0.7736667990684509
maze,h128_d9_s0,128,9,0,2500,0.0,82.3366,0.7607589364051819
maze,h128_d9_s0,128,9,0,3000,0.0,83.2354,0.77996826171875
maze,h128_d9_s0,128,9,0,3500,0.0,83.4177,0.8102768659591675
maze,h128_d9_s0,128,9,0,4000,0.0,83.2696,0.8718136548995972
maze,h128_d9_s0,128,9,0,4500,0.0,83.7335,0.839491069316864
maze,h128_d9_s0,128,9,0,5000,0.0,84.1638,0.8195039629936218
maze,h128_d9_s0,128,9,0,5500,0.0,83.8101,0.8821993470191956
maze,h128_d9_s0,128,9,0,6000,0.0,82.7834,0.8569014072418213
maze,h128_d9_s0,128,9,0,6500,0.0,83.7793,0.8767063617706299
maze,h128_d9_s0,128,9,0,7000,0.0,84.0442,0.9416627883911133
maze,h128_d9_s0,128,9,0,7500,0.0,83.3144,0.9038138389587402
maze,h128_d9_s0,128,9,0,8000,0.0,84.1479,0.7709430456161499
maze,h128_d9_s1,128,9,1,500,0.0,66.1783,0.875382661819458
maze,h128_d9_s1,128,9,1,1000,0.0,81.8741,0.5749586224555969
maze,h128_d9_s1,128,9,1,1500,0.0,81.9738,0.7256118655204773
maze,h128_d9_s1,128,9,1,2000,0.0,82.6231,0.7432955503463745
maze,h128_d9_s1,128,9,1,2500,0.0,83.6618,0.7339717745780945
maze,h128_d9_s1,128,9,1,3000,0.0,81.7469,0.8030445575714111
maze,h128_d9_s1,128,9,1,3500,0.0,83.2011,0.7894312143325806
maze,h128_d9_s1,128,9,1,4000,0.0,82.7922,0.8101346492767334
maze,h128_d9_s1,128,9,1,4500,0.0,83.9766,0.8192431926727295
maze,h128_d9_s1,128,9,1,5000,0.0,83.8282,0.8257054686546326
maze,h128_d9_s1,128,9,1,5500,0.0,82.6099,0.8769782185554504
maze,h128_d9_s1,128,9,1,6000,0.0,82.0514,0.9381367564201355
maze,h128_d9_s1,128,9,1,6500,0.0,84.056,0.8286145925521851
maze,h128_d9_s1,128,9,1,7000,0.0,84.2758,0.8782609105110168
maze,h128_d9_s1,128,9,1,7500,0.0,85.0564,0.9198318719863892
maze,h128_d9_s1,128,9,1,8000,0.0,83.6906,0.9228621125221252
maze,h128_d9_s2,128,9,2,500,0.0,79.0923,0.672629714012146
maze,h128_d9_s2,128,9,2,1000,0.0,82.3285,0.597643256187439
maze,h128_d9_s2,128,9,2,1500,0.0,82.0292,0.7210021018981934
maze,h128_d9_s2,128,9,2,2000,0.0,81.5641,0.7817798256874084
maze,h128_d9_s2,128,9,2,2500,0.0,80.5648,0.8447585105895996
maze,h128_d9_s2,128,9,2,3000,0.0,82.0786,0.7797051668167114
maze,h128_d9_s2,128,9,2,3500,0.0,82.5473,0.7829985022544861
maze,h128_d9_s2,128,9,2,4000,0.0,82.1304,0.8560550808906555
maze,h128_d9_s2,128,9,2,4500,0.0,82.8271,0.8456043004989624
maze,h128_d9_s2,128,9,2,5000,0.0,80.651,0.8989564776420593
maze,h128_d9_s2,128,9,2,5500,0.0,83.5009,0.8427172899246216
maze,h128_d9_s2,128,9,2,6000,0.0,82.5198,0.8609988689422607
maze,h128_d9_s2,128,9,2,6500,0.0,85.0019,0.739462673664093
maze,h128_d9_s2,128,9,2,7000,0.0,85.6346,0.8001630902290344
maze,h128_d9_s2,128,9,2,7500,0.0,82.5346,0.9550941586494446
maze,h128_d9_s2,128,9,2,8000,0.0,85.799,0.7518332600593567
converge,h128_d36_converge_s0,128,36,0,2000,0.0,58.7071,1.0004465579986572
converge,h128_d36_converge_s0,128,36,0,4000,2.1484,64.1758,0.8494113087654114
converge,h128_d36_converge_s0,128,36,0,6000,2.9297,65.4851,0.8113341927528381
converge,h128_d36_converge_s0,128,36,0,8000,3.125,66.7004,0.7664502263069153
converge,h128_d36_converge_s0,128,36,0,10000,5.0781,67.6095,0.7500706911087036
converge,h128_d36_converge_s0,128,36,0,12000,7.2266,67.0211,0.7540110349655151
converge,h128_d36_converge_s0,128,36,0,14000,12.1094,67.7975,0.7883646488189697
converge,h128_d36_converge_s0,128,36,0,16000,5.4688,67.8434,0.7371492385864258
converge,h128_d36_converge_s0,128,36,0,18000,7.2266,68.1544,0.7328282594680786
converge,h128_d36_converge_s0,128,36,0,20000,10.9375,68.0218,0.7391699552536011
converge,h128_d36_converge_s0,128,36,0,22000,9.1797,68.832,0.7230433821678162
converge,h128_d36_converge_s0,128,36,0,24000,11.3281,68.4462,0.7303227186203003
converge,h128_d36_converge_s0,128,36,0,26000,12.5,68.3521,0.7386768460273743
converge,h128_d36_converge_s0,128,36,0,28000,10.1562,68.8754,0.7207195162773132
converge,h128_d36_converge_s0,128,36,0,30000,8.0078,67.3394,0.7579150199890137
converge,h128_d36_converge_s0,128,36,0,32000,9.375,68.697,0.7205266952514648
converge,h128_d36_converge_s0,128,36,0,34000,3.9062,66.3074,0.7796874642372131
converge,h128_d36_converge_s0,128,36,0,36000,16.7969,68.9381,0.7402494549751282
converge,h128_d36_converge_s0,128,36,0,38000,5.4688,67.595,0.7456711530685425
converge,h128_d36_converge_s0,128,36,0,40000,4.1016,66.0759,0.8068251609802246
converge,h128_d36_converge_s0,128,36,0,42000,7.6172,68.7765,0.7306787371635437
converge,h128_d36_converge_s0,128,36,0,44000,4.4922,66.7004,0.7849188446998596
converge,h128_d36_converge_s0,128,36,0,46000,4.2969,67.2068,0.7530865669250488
converge,h128_d36_converge_s0,128,36,0,48000,4.2969,65.7769,0.8000383973121643
converge,h128_d36_converge_s0,128,36,0,50000,12.8906,69.008,0.7281704545021057
converge,h128_d36_converge_s0,128,36,0,52000,15.2344,69.3552,0.7308053970336914
converge,h128_d36_converge_s0,128,36,0,54000,3.7109,66.9584,0.7590577602386475
converge,h128_d36_converge_s0,128,36,0,56000,5.8594,66.9319,0.7704823017120361
converge,h128_d36_converge_s0,128,36,0,58000,6.4453,66.6594,0.7835922241210938
converge,h128_d36_converge_s0,128,36,0,60000,4.2969,67.5733,0.7447449564933777
converge,h128_d36_converge_s0,128,36,0,62000,13.6719,67.8651,0.8111812472343445
converge,h128_d36_converge_s0,128,36,0,64000,4.2969,65.6443,0.8329506516456604
converge,h128_d36_converge_s0,128,36,0,66000,0.5859,64.9788,0.8159139752388
converge,h128_d36_converge_s0,128,36,0,68000,5.8594,66.8475,0.7853808403015137
converge,h128_d36_converge_s0,128,36,0,70000,9.1797,67.7879,0.7461841702461243
converge,h128_d36_converge_s0,128,36,0,72000,6.25,66.5099,0.7701181173324585
converge,h128_d36_converge_s0,128,36,0,74000,7.8125,67.4455,0.7525347471237183
converge,h128_d36_converge_s0,128,36,0,76000,7.6172,68.2292,0.7386065721511841
converge,h128_d36_converge_s0,128,36,0,78000,17.1875,69.6808,0.7028747200965881
converge,h128_d36_converge_s0,128,36,0,80000,10.3516,68.545,0.7266921401023865
